APPOINTMENTID,APPOINTMENTDATE,APPOINTMENTSTARTTIME,APPOINTMENTDURATION,PROVIDERID
278824,2025-01-14,13:30:00,10,282
284900,2025-01-13,15:20:00,20,116
284785,2025-01-13,13:40:00,20,354
284979,2025-01-14,08:00:00,20,354
285019,2025-01-13,09:20:00,20,116
278449,2025-01-13,21:20:00,20,118
284441,2025-01-14,14:40:00,10,100
284253,2025-01-14,15:20:00,20,236
284574,2025-01-14,15:40:00,20,100
284620,2025-01-14,18:10:00,10,100
284773,2025-01-14,12:00:00,10,289
285116,2025-01-14,15:10:00,10,100
285190,2025-01-14,17:45:00,10,289
284973,2025-01-14,13:30:00,10,289
284513,2025-01-14,14:50:00,10,100
284177,2025-01-14,08:15:00,10,100
284475,2025-01-14,09:45:00,10,119
284609,2025-01-14,17:10:00,10,100
284179,2025-01-14,17:00:00,20,100
284652,2025-01-14,18:30:00,10,100
284313,2025-01-14,10:20:00,20,102
284484,2025-01-14,11:30:00,10,119
283916,2025-01-14,08:00:00,20,236
284446,2025-01-09,11:20:00,20,337
284001,2025-01-08,14:45:00,10,168
284227,2025-01-08,09:30:00,10,201
283231,2025-01-07,13:30:00,10,168
283214,2025-01-09,12:50:00,10,201
284311,2025-01-06,13:00:00,20,104
283350,2025-01-09,14:00:00,20,337
283341,2025-01-09,10:45:00,10,103
283387,2025-01-09,11:30:00,10,103
284649,2025-01-08,13:45:00,10,248
283453,2025-01-09,12:00:00,10,201
283650,2025-01-09,18:30:00,10,103
283657,2025-01-08,18:20:00,20,286
283578,2025-01-09,13:00:00,10,271
283248,2025-01-09,07:50:00,10,221
283544,2025-01-09,08:00:00,10,271
283379,2025-01-09,10:20:00,10,128
283494,2025-01-09,15:00:00,10,103
283679,2025-01-07,12:00:00,20,337
283326,2025-01-09,10:00:00,10,128
283490,2025-01-09,13:45:00,10,263
283572,2025-01-09,15:15:00,10,271
283425,2025-01-09,13:00:00,10,103
283786,2025-01-09,19:00:00,10,103
283801,2025-01-09,07:45:00,10,201
283837,2025-01-09,10:15:00,10,271
283738,2025-01-09,15:00:00,10,287
283763,2025-01-09,18:45:00,10,103
283340,2025-01-09,15:40:00,20,287
283571,2025-01-09,14:00:00,10,271
283347,2025-01-02,11:15:00,10,248
283624,2025-01-02,16:15:00,10,263
283423,2025-01-02,13:20:00,20,236
284663,2025-01-13,18:30:00,10,289
284395,2025-01-13,09:00:00,10,289
284669,2025-01-13,18:15:00,10,289
284566,2025-01-13,11:15:00,10,248
284658,2025-01-13,08:00:00,10,119
284512,2025-01-13,07:00:00,30,201
284411,2025-01-13,12:00:00,10,289
284528,2025-01-13,15:30:00,10,289
284355,2025-01-13,11:45:00,10,289
284777,2025-01-07,10:00:00,60,118
284567,2025-01-13,16:30:00,10,289
284245,2025-01-13,10:40:00,10,128
284473,2025-01-13,12:45:00,10,289
284289,2025-01-13,10:45:00,10,289
284590,2025-01-13,17:00:00,10,289
284644,2025-01-13,12:15:00,10,289
284661,2025-01-13,20:15:00,10,108
284276,2025-01-13,17:30:00,10,289
284624,2025-01-13,17:00:00,20,318
284678,2025-01-13,20:00:00,20,290
284283,2025-01-13,13:15:00,10,248
284554,2025-01-13,15:45:00,10,289
284662,2025-01-13,18:40:00,20,290
284321,2025-01-13,11:20:00,10,128
284656,2025-01-13,16:30:00,10,119
284339,2025-01-13,11:30:00,10,289
284324,2025-01-13,11:15:00,10,289
284543,2025-01-13,19:00:00,20,290
284494,2025-01-13,14:45:00,10,289
285022,2025-01-09,13:30:00,10,221
285181,2025-01-09,10:45:00,10,263
283568,2025-01-13,13:45:00,10,248
283331,2025-01-13,15:40:00,20,270
283591,2025-01-13,13:40:00,20,270
283439,2025-01-13,17:20:00,10,119
284597,2025-01-13,18:00:00,10,289
284575,2025-01-13,16:45:00,10,289
283432,2025-01-09,18:30:00,10,168
283296,2025-01-13,15:40:00,10,119
283278,2025-01-02,11:20:00,10,221
285643,2025-01-16,12:45:00,10,201
285467,2025-01-16,11:30:00,10,100
285453,2025-01-08,11:00:00,60,118
284928,2025-01-16,14:00:00,10,221
284912,2025-01-16,13:45:00,10,221
285251,2025-01-16,18:45:00,10,168
284105,2025-01-16,10:30:00,10,168
284025,2025-01-16,11:00:00,10,168
284697,2025-01-14,12:20:00,20,104
285149,2025-01-21,17:15:00,10,221
285768,2025-01-08,17:30:00,60,118
284503,2025-01-21,15:15:00,10,103
284485,2025-01-21,14:45:00,10,248
284291,2025-01-21,12:45:00,10,103
284348,2025-01-21,13:15:00,10,103
284674,2025-01-21,18:00:00,20,290
284461,2025-01-21,13:45:00,10,248
284380,2025-01-21,12:00:00,20,100
284536,2025-01-21,13:30:00,10,103
284659,2025-01-21,14:15:00,10,103
284601,2025-01-06,17:30:00,60,224
284529,2025-01-21,17:15:00,10,103
284178,2025-01-21,08:50:00,10,314
284510,2025-01-21,15:45:00,10,103
284603,2025-01-21,14:00:00,10,103
284273,2025-01-21,10:00:00,20,337
284381,2025-01-21,14:00:00,10,248
284437,2025-01-21,13:15:00,10,289
284509,2025-01-21,14:00:00,10,263
284477,2025-01-21,14:15:00,10,248
285280,2025-01-21,10:30:00,10,168
285267,2025-01-21,19:30:00,10,168
284819,2025-01-07,11:00:00,60,270
284483,2025-01-06,14:30:00,60,236
284256,2025-01-06,10:30:00,60,236
283616,2025-01-02,16:00:00,60,236
284967,2025-01-15,13:15:00,10,201
283488,2025-01-02,13:00:00,60,278
283361,2025-01-22,11:00:00,60,161
283718,2025-01-22,13:00:00,20,161
284440,2025-01-22,13:30:00,10,263
284287,2025-01-23,14:00:00,10,103
284367,2025-01-23,11:00:00,10,103
283359,2025-01-23,10:00:00,10,103
283511,2025-01-23,13:00:00,10,221
283452,2025-01-23,12:30:00,10,221
283284,2025-01-23,09:10:00,10,221
283447,2025-01-23,10:45:00,10,103
283618,2025-01-23,17:30:00,10,103
283276,2025-01-23,09:00:00,10,221
283368,2025-01-23,10:30:00,10,103
283659,2025-01-23,12:45:00,10,103
283627,2025-01-23,16:15:00,10,103
283600,2025-01-23,15:30:00,10,103
283565,2025-01-02,14:30:00,60,278
283668,2025-01-02,17:30:00,60,297
284582,2025-01-22,16:30:00,10,168
284607,2025-01-22,08:00:00,30,119
285431,2025-01-22,09:00:00,20,270
283853,2025-01-22,12:40:00,20,270
283848,2025-01-22,12:00:00,20,270
284257,2025-01-21,15:00:00,20,236
284300,2025-01-21,10:45:00,10,289
284433,2025-01-21,14:30:00,10,248
284530,2025-01-21,17:30:00,10,103
284423,2025-01-21,18:15:00,10,103
284071,2025-01-21,10:30:00,10,289
283401,2025-01-21,12:30:00,10,103
283582,2025-01-21,12:00:00,60,304
283851,2025-01-21,14:20:00,20,270
283852,2025-01-21,14:00:00,20,270
284596,2025-01-21,13:45:00,10,103
283330,2025-01-21,12:15:00,10,103
283654,2025-01-21,15:00:00,10,103
285053,2025-01-15,10:00:00,20,337
283782,2025-01-17,10:45:00,10,282
283769,2025-01-17,10:15:00,10,263
283814,2025-01-17,11:30:00,10,282
283788,2025-01-17,11:00:00,10,282
283809,2025-01-17,10:00:00,10,248
283833,2025-01-17,12:30:00,10,282
283780,2025-01-17,10:30:00,10,282
283861,2025-01-17,12:45:00,10,248
283808,2025-01-17,11:15:00,10,282
283934,2025-01-17,11:45:00,10,108
283926,2025-01-17,16:15:00,10,108
283903,2025-01-17,11:45:00,10,248
283822,2025-01-17,09:00:00,20,270
283363,2025-01-02,11:00:00,20,337
286208,2025-01-23,11:00:00,10,289
284149,2025-01-26,20:15:00,10,221
284490,2025-01-27,12:30:00,10,119
284199,2025-01-27,08:00:00,20,375
283638,2025-01-27,16:00:00,10,263
283948,2025-01-27,07:40:00,60,287
283286,2025-01-27,09:00:00,10,119
283355,2025-01-27,10:20:00,10,119
285610,2025-01-28,09:00:00,10,263
284390,2025-01-28,10:00:00,60,355
283395,2025-01-28,14:00:00,10,221
283676,2025-01-28,18:45:00,10,103
283862,2025-01-28,16:40:00,20,270
283365,2025-01-28,11:50:00,10,221
283586,2025-01-28,15:00:00,10,263
285151,2025-01-21,17:00:00,10,168
283980,2025-01-29,17:40:00,20,376
283290,2025-01-29,10:00:00,20,314
283241,2025-01-29,11:00:00,10,201
283377,2025-01-29,10:10:00,20,100
283503,2025-01-29,12:30:00,10,248
283970,2025-01-28,17:40:00,20,286
283521,2025-01-29,16:00:00,10,108
283402,2025-01-29,17:00:00,20,100
284499,2025-01-27,12:00:00,10,119
283921,2025-01-27,12:00:00,60,102
283845,2025-01-27,10:00:00,60,354
283279,2025-01-28,14:45:00,10,168
284008,2025-01-30,14:20:00,10,287
284053,2025-01-30,14:00:00,10,287
283675,2025-01-30,18:00:00,10,108
283391,2025-01-30,11:15:00,10,103
283254,2025-01-30,09:40:00,20,236
283301,2025-01-30,09:20:00,10,221
283375,2025-01-30,11:00:00,10,119
283443,2025-01-30,11:00:00,20,337
283409,2025-01-30,11:40:00,10,119
283694,2025-01-30,19:20:00,20,376
283335,2025-01-30,10:15:00,10,248
283266,2025-01-30,09:00:00,10,119
283689,2025-01-30,16:45:00,10,108
283634,2025-01-30,17:00:00,10,108
283514,2025-01-30,14:00:00,10,248
283632,2025-01-30,11:20:00,20,287
283728,2025-01-30,10:45:00,10,289
283904,2025-01-30,11:15:00,10,289
283531,2025-01-30,13:00:00,10,248
283687,2025-01-30,18:45:00,10,108
283478,2025-01-30,12:45:00,10,248
283342,2025-01-30,09:40:00,10,221
283692,2025-01-30,17:30:00,10,108
283546,2025-01-30,14:15:00,10,248
283249,2025-01-30,07:50:00,10,221
283669,2025-01-30,17:45:00,10,108
283292,2025-01-30,09:10:00,10,221
283695,2025-01-30,19:15:00,10,108
283392,2025-01-30,10:00:00,10,271
283376,2025-01-30,11:00:00,10,221
283677,2025-01-30,18:30:00,10,108
283587,2025-01-29,17:00:00,20,286
283652,2025-01-30,17:15:00,10,108
283288,2025-01-30,09:50:00,10,221
283741,2025-01-30,20:00:00,10,108
283281,2025-01-30,09:20:00,10,119
283433,2025-01-30,11:45:00,10,263
283703,2025-01-29,17:30:00,20,232
284666,2025-01-31,17:40:00,20,286
283839,2025-01-31,12:00:00,10,103
283844,2025-01-31,12:45:00,10,282
283813,2025-01-31,11:15:00,10,108
283932,2025-01-31,16:00:00,10,108
283928,2025-01-31,15:00:00,10,108
283783,2025-01-31,10:45:00,10,248
283764,2025-01-31,10:00:00,10,282
283829,2025-01-31,12:15:00,10,248
283897,2025-01-31,13:30:00,10,344
283898,2025-01-31,14:45:00,10,344
283870,2025-01-31,13:00:00,10,344
283911,2025-01-31,12:00:00,10,108
283789,2025-01-31,11:00:00,10,108
283484,2025-01-28,17:20:00,10,221
284108,2025-01-29,13:15:00,10,168
284588,2025-01-29,16:20:00,20,270
284076,2025-01-29,16:30:00,10,168
283481,2025-01-29,13:00:00,20,270
284004,2025-01-30,11:00:00,10,168
284036,2025-01-30,19:00:00,10,168
284003,2025-01-30,18:45:00,10,168
284055,2025-01-30,19:15:00,10,168
283637,2025-01-30,17:00:00,20,286
283517,2025-01-30,13:30:00,10,221
283442,2025-01-30,12:30:00,10,221
283734,2025-01-30,18:30:00,10,168
283737,2025-01-31,09:30:00,10,263
283684,2025-01-30,18:15:00,10,108
283610,2025-01-27,16:20:00,20,270
283338,2025-01-27,10:00:00,10,119
283416,2025-01-02,12:20:00,10,100
283403,2025-01-02,11:45:00,10,248
283311,2025-01-07,11:15:00,10,103
283939,2025-01-07,17:15:00,10,263
284520,2025-01-24,13:15:00,10,103
284561,2025-01-24,09:15:00,10,103
283715,2025-01-24,15:20:00,20,161
283716,2025-01-24,16:00:00,20,161
283714,2025-01-24,15:00:00,20,161
284030,2025-01-23,11:15:00,10,168
284028,2025-01-23,10:15:00,10,168
283458,2025-01-23,10:00:00,10,168
283900,2025-01-03,15:00:00,60,224
283874,2025-01-03,13:30:00,60,236
283896,2025-01-31,13:15:00,10,342
283931,2025-01-03,16:30:00,60,236
284403,2025-01-06,13:00:00,60,297
284600,2025-01-06,17:30:00,60,294
283956,2025-01-17,18:40:00,20,286
283998,2025-01-19,15:40:00,20,118
284012,2025-01-19,12:20:00,20,118
284136,2025-01-19,17:00:00,20,318
284147,2025-01-19,19:45:00,10,221
284014,2025-01-19,12:40:00,20,118
284145,2025-01-19,17:20:00,20,118
284127,2025-01-19,18:00:00,20,118
283386,2025-01-07,10:00:00,20,270
283636,2025-01-07,18:00:00,10,103
283479,2025-01-07,12:50:00,10,100
283608,2025-01-07,16:40:00,10,100
283670,2025-01-07,15:30:00,10,100
283611,2025-01-07,15:00:00,10,103
283366,2025-01-02,13:40:00,20,337
283421,2025-01-02,12:00:00,20,337
283643,2025-01-03,08:30:00,10,263
283316,2025-01-03,11:00:00,20,236
283596,2025-01-03,12:30:00,10,201
283595,2025-01-03,14:20:00,10,128
283233,2025-01-02,11:20:00,20,337
283237,2025-01-02,10:00:00,20,337
284137,2025-01-26,19:00:00,10,221
284140,2025-01-26,20:00:00,10,221
283930,2025-01-06,15:30:00,10,271
283907,2025-01-06,12:30:00,10,201
283945,2025-01-06,11:45:00,10,263
283819,2025-01-06,09:20:00,10,100
283817,2025-01-06,15:40:00,10,100
283615,2025-01-06,10:50:00,10,100
283534,2025-01-06,08:00:00,20,354
283408,2025-01-06,09:00:00,60,287
284622,2025-01-20,15:30:00,10,119
284555,2025-01-20,15:15:00,10,119
284463,2025-01-20,14:15:00,10,119
284689,2025-01-20,10:30:00,10,119
284664,2025-01-20,09:00:00,10,119
284467,2025-01-20,14:45:00,10,119
283426,2025-01-20,17:20:00,10,119
283264,2025-01-06,08:20:00,10,314
283681,2025-01-06,17:50:00,10,100
283686,2025-01-06,18:40:00,10,100
283261,2025-01-06,08:10:00,10,100
283213,2025-01-06,10:40:00,20,102
283229,2025-01-06,13:50:00,20,100
283228,2025-01-06,08:50:00,20,100
284243,2025-01-16,15:00:00,20,236
284091,2025-01-16,11:40:00,10,287
284142,2025-01-16,11:00:00,10,221
283663,2025-01-16,17:00:00,10,108
283621,2025-01-16,16:15:00,10,108
283357,2025-01-16,10:10:00,10,221
283295,2025-01-16,09:30:00,10,168
283476,2025-01-16,12:50:00,10,221
283450,2025-01-16,12:15:00,10,248
283545,2025-01-16,11:20:00,10,221
283573,2025-01-16,15:00:00,10,248
283535,2025-01-16,13:30:00,10,221
284881,2025-01-15,11:00:00,20,116
285024,2025-01-15,15:00:00,20,201
284215,2025-01-16,09:15:00,10,289
283593,2025-01-15,15:00:00,20,270
283384,2025-01-15,15:40:00,20,270
283950,2025-01-16,18:00:00,20,161
283886,2025-01-16,14:20:00,20,270
283779,2025-01-16,13:00:00,20,270
283775,2025-01-16,15:20:00,20,270
283287,2025-01-16,09:50:00,10,221
283496,2025-01-16,13:10:00,10,221
283555,2025-01-16,14:30:00,10,248
283704,2025-01-16,16:30:00,10,108
283374,2025-01-16,09:15:00,10,248
283411,2025-01-16,10:40:00,10,221
283305,2025-01-16,12:20:00,10,119
283666,2025-01-16,16:45:00,10,108
283336,2025-01-16,10:20:00,10,221
284064,2025-01-16,14:20:00,10,287
283246,2025-01-16,07:20:00,10,221
283099,2025-01-16,10:40:00,20,270
283043,2025-01-16,14:40:00,10,128
282979,2025-01-03,12:30:00,20,270
282915,2025-01-03,11:00:00,10,103
282981,2025-01-03,10:00:00,10,103
282850,2025-01-03,10:15:00,10,103
283108,2025-01-03,15:30:00,10,201
283198,2025-01-02,11:10:00,10,221
283095,2025-01-02,13:00:00,20,236
283197,2025-01-02,13:45:00,10,314
283083,2025-01-02,11:45:00,10,100
283525,2025-01-05,11:00:00,20,118
282148,2025-01-05,15:20:00,20,290
282161,2025-01-05,19:40:00,10,221
282142,2025-01-05,13:00:00,20,290
282156,2025-01-05,16:00:00,20,290
283455,2025-01-08,12:40:00,10,100
283561,2025-01-08,11:00:00,10,100
283415,2025-01-08,12:50:00,10,100
283510,2025-01-08,13:20:00,10,100
283585,2025-01-07,16:20:00,10,100
283424,2025-01-08,12:10:00,10,201
283329,2025-01-08,10:20:00,10,100
283719,2025-01-08,16:15:00,10,108
283857,2025-01-08,11:40:00,20,236
283492,2025-01-08,12:30:00,10,201
283440,2025-01-08,09:50:00,10,100
283570,2025-01-08,12:10:00,10,100
283319,2025-01-08,10:10:00,10,100
283605,2025-01-08,11:10:00,10,100
283250,2025-01-08,15:20:00,10,201
283536,2025-01-08,13:50:00,10,100
283519,2025-01-08,14:10:00,10,100
283553,2025-01-08,12:45:00,10,201
283526,2025-01-08,13:30:00,20,100
283271,2025-01-08,08:50:00,10,100
283532,2025-01-08,13:40:00,10,100
283840,2025-01-08,08:00:00,10,201
283658,2025-01-07,17:10:00,10,100
283529,2025-01-07,16:10:00,10,314
283215,2025-01-08,07:30:00,10,201
282774,2025-01-08,08:40:00,20,100
282750,2025-01-08,06:50:00,10,201
282091,2025-01-07,19:00:00,20,286
281935,2025-01-08,10:00:00,30,289
283151,2025-01-04,16:20:00,20,376
284523,2025-01-06,15:30:00,60,118
283962,2025-01-10,17:40:00,20,318
283842,2025-01-10,13:45:00,10,108
283894,2025-01-10,14:30:00,10,108
283802,2025-01-10,12:45:00,10,282
283787,2025-01-10,11:20:00,20,288
283912,2025-01-10,15:20:00,10,128
283803,2025-01-10,11:00:00,10,128
283888,2025-01-10,14:15:00,10,108
283871,2025-01-10,14:00:00,10,108
283773,2025-01-10,12:15:00,10,282
283792,2025-01-10,12:30:00,10,282
283850,2025-01-10,12:40:00,10,128
283766,2025-01-10,10:00:00,10,263
283785,2025-01-03,11:00:00,60,118
282028,2025-01-10,13:30:00,10,108
281975,2025-01-10,11:00:00,10,282
281988,2025-01-10,11:30:00,10,282
281933,2025-01-10,10:15:00,10,282
281968,2025-01-10,10:45:00,10,282
281993,2025-01-10,11:45:00,10,282
282014,2025-01-10,13:15:00,10,108
281926,2025-01-10,10:00:00,10,128
282171,2025-01-02,14:15:00,10,221
282123,2025-01-02,09:30:00,30,271
282066,2025-01-02,15:00:00,30,100
282001,2025-01-02,08:00:00,30,271
282084,2025-01-02,17:50:00,30,100
282063,2025-01-02,11:20:00,20,270
282088,2025-01-02,18:30:00,30,100
282022,2025-01-03,08:45:00,10,263
281946,2025-01-03,11:40:00,10,128
281966,2025-01-03,12:45:00,10,108
281951,2025-01-03,12:00:00,10,128
281995,2025-01-03,14:00:00,10,248
282595,2025-01-03,13:40:00,10,128
282685,2025-01-03,11:30:00,10,103
282310,2025-01-02,09:00:00,20,100
282343,2025-01-02,10:45:00,30,248
282370,2025-01-02,11:00:00,20,100
282222,2025-01-02,07:50:00,10,221
282674,2025-01-02,11:30:00,20,100
282240,2025-01-02,13:15:00,10,103
282309,2025-01-02,16:40:00,20,100
282552,2025-01-02,13:15:00,30,271
282398,2025-01-02,12:15:00,10,103
282474,2025-01-03,16:45:00,10,108
282418,2025-01-03,09:30:00,10,263
282476,2025-01-03,15:15:00,10,108
283918,2025-01-15,14:30:00,10,201
285104,2025-01-14,15:00:00,20,116
285028,2025-01-14,13:20:00,20,341
284214,2025-01-14,12:45:00,10,201
284320,2025-01-15,10:30:00,10,100
282852,2025-01-15,11:00:00,20,270
282917,2025-01-15,18:40:00,20,232
282220,2025-01-15,10:00:00,10,201
282584,2025-01-15,10:20:00,30,119
282248,2025-01-15,13:10:00,20,100
282327,2025-01-15,09:50:00,10,201
282323,2025-01-16,10:30:00,10,374
282664,2025-01-16,17:10:00,20,100
284527,2025-01-13,11:30:00,10,248
283191,2025-01-15,18:15:00,10,168
282842,2025-01-15,09:40:00,10,168
282834,2025-01-15,10:20:00,10,168
282589,2025-01-15,12:20:00,10,168
282573,2025-01-15,09:30:00,10,168
281358,2025-01-02,09:20:00,20,314
283314,2025-01-07,13:15:00,10,103
283564,2025-01-02,14:30:00,60,270
283454,2025-01-02,12:30:00,60,236
283224,2025-01-07,12:20:00,10,201
282876,2025-01-07,11:50:00,10,100
283868,2025-01-03,14:30:00,10,248
283204,2025-01-07,19:40:00,20,290
282998,2025-01-07,12:20:00,10,221
282816,2025-01-07,15:00:00,10,282
282970,2025-01-07,13:00:00,10,263
282950,2025-01-07,12:10:00,10,221
282932,2025-01-07,12:20:00,10,128
283045,2025-01-07,14:00:00,10,128
282867,2025-01-07,11:00:00,20,337
284538,2025-01-06,16:00:00,60,118
284634,2025-01-07,19:00:00,10,248
284551,2025-01-12,14:00:00,20,290
284051,2025-01-12,13:00:00,20,290
284015,2025-01-12,11:00:00,20,118
284148,2025-01-12,20:30:00,10,221
284146,2025-01-12,20:15:00,10,221
284118,2025-01-12,16:00:00,20,290
283613,2025-01-09,15:45:00,10,248
283414,2025-01-09,11:15:00,10,248
283327,2025-01-09,09:45:00,10,248
283834,2025-01-10,11:45:00,10,248
283795,2025-01-10,11:15:00,10,248
283771,2025-01-10,10:15:00,10,248
283855,2025-01-10,11:30:00,10,248
282845,2025-01-07,11:00:00,10,128
283185,2025-01-07,15:45:00,10,103
281998,2025-01-07,14:45:00,10,282
282308,2025-01-07,12:30:00,10,119
282689,2025-01-07,18:15:00,10,103
282409,2025-01-07,09:45:00,10,289
282644,2025-01-07,15:30:00,30,289
282714,2025-01-07,18:45:00,10,103
282623,2025-01-07,12:30:00,30,289
282712,2025-01-07,16:00:00,30,289
282471,2025-01-07,18:40:00,60,376
282260,2025-01-07,17:40:00,60,376
282364,2025-01-07,10:00:00,30,289
282527,2025-01-07,18:40:00,20,290
282378,2025-01-07,10:30:00,30,289
282389,2025-01-07,10:40:00,20,337
282771,2025-01-07,11:15:00,10,289
283187,2025-01-07,13:00:00,10,221
283148,2025-01-06,17:40:00,10,100
282893,2025-01-06,11:20:00,10,100
282101,2025-01-06,11:30:00,30,100
282094,2025-01-06,18:00:00,60,376
281992,2025-01-06,09:45:00,10,289
282349,2025-01-06,13:00:00,20,337
283497,2025-01-14,10:40:00,20,270
283506,2025-01-14,11:00:00,20,270
283420,2025-01-14,11:20:00,20,337
283487,2025-01-14,10:40:00,10,119
284519,2025-01-13,16:15:00,10,248
284547,2025-01-13,16:30:00,10,248
284496,2025-01-13,15:45:00,10,248
284571,2025-01-13,17:00:00,10,248
284212,2025-01-14,08:00:00,10,263
284917,2025-01-07,12:30:00,60,224
283516,2025-01-02,13:30:00,60,297
283399,2025-01-02,11:30:00,60,236
283034,2025-01-14,16:50:00,10,221
283127,2025-01-14,15:45:00,10,282
283055,2025-01-14,14:45:00,10,282
282944,2025-01-14,11:40:00,10,221
282883,2025-01-14,12:00:00,20,100
283202,2025-01-14,18:40:00,20,290
283048,2025-01-14,14:30:00,10,282
283086,2025-01-14,10:00:00,20,270
282840,2025-01-14,10:00:00,10,263
283039,2025-01-14,14:15:00,10,282
282946,2025-01-14,12:45:00,10,248
283101,2025-01-14,15:15:00,10,282
282962,2025-01-14,12:15:00,10,263
283088,2025-01-14,15:15:00,10,248
283130,2025-01-14,16:15:00,10,282
283146,2025-01-14,18:20:00,10,221
282908,2025-01-14,10:45:00,10,263
283098,2025-01-14,15:00:00,10,282
283027,2025-01-14,14:00:00,10,282
282965,2025-01-14,12:00:00,10,221
282959,2025-01-14,13:15:00,10,248
282661,2025-01-14,16:50:00,10,314
283179,2025-01-14,18:30:00,10,221
282637,2025-01-14,14:10:00,10,100
282394,2025-01-13,11:00:00,20,116
283007,2025-01-14,13:45:00,10,282
282987,2025-01-14,11:40:00,20,270
283111,2025-01-14,15:30:00,10,282
282692,2025-01-06,17:00:00,20,318
282408,2025-01-06,17:30:00,10,103
282255,2025-01-06,14:45:00,10,248
282387,2025-01-06,11:20:00,10,128
282516,2025-01-06,13:30:00,10,100
282497,2025-01-06,13:00:00,10,128
282236,2025-01-06,09:50:00,20,100
282285,2025-01-06,17:00:00,10,103
280656,2025-01-04,15:20:00,20,376
282462,2025-01-06,14:40:00,20,337
282402,2025-01-06,11:00:00,10,263
282640,2025-01-06,16:45:00,10,248
282597,2025-01-06,18:45:00,10,103
282735,2025-01-06,20:00:00,20,290
282580,2025-01-06,15:00:00,10,128
282526,2025-01-06,13:40:00,20,337
282337,2025-01-06,15:30:00,10,248
282719,2025-01-06,19:40:00,20,290
282282,2025-01-06,14:30:00,10,119
282571,2025-01-06,18:30:00,10,103
282553,2025-01-06,10:30:00,10,263
282459,2025-01-06,10:00:00,10,128
282511,2025-01-06,10:30:00,10,374
282599,2025-01-06,16:30:00,30,248
282385,2025-01-06,17:15:00,10,103
282544,2025-01-06,14:20:00,10,128
282871,2025-01-06,13:20:00,10,287
283590,2025-01-09,14:15:00,10,271
283540,2025-01-09,10:20:00,10,221
283552,2025-01-09,13:00:00,10,221
283614,2025-01-09,16:00:00,10,128
283607,2025-01-09,12:20:00,10,128
283445,2025-01-09,12:30:00,10,201
283530,2025-01-09,15:00:00,10,271
283522,2025-01-09,18:15:00,10,103
283584,2025-01-09,14:45:00,10,248
283339,2025-01-09,10:00:00,10,103
283431,2025-01-09,13:45:00,10,103
283557,2025-01-09,15:45:00,10,103
283580,2025-01-09,16:15:00,10,103
283538,2025-01-09,14:30:00,10,103
283533,2025-01-09,12:50:00,10,221
283765,2025-01-07,18:15:00,10,248
283781,2025-01-07,18:45:00,10,248
283275,2025-01-07,13:45:00,10,168
283378,2025-01-09,11:00:00,10,128
282831,2025-01-09,11:15:00,10,103
283032,2025-01-09,16:00:00,10,103
282818,2025-01-09,11:00:00,10,103
282823,2025-01-09,10:10:00,10,221
283138,2025-01-09,17:00:00,10,103
283049,2025-01-09,16:15:00,10,103
282901,2025-01-09,15:15:00,10,103
282835,2025-01-09,14:00:00,10,103
282885,2025-01-09,15:00:00,10,103
282921,2025-01-09,15:30:00,10,103
283856,2025-01-09,06:50:00,10,201
283003,2025-01-08,15:15:00,10,248
283069,2025-01-08,15:30:00,10,248
282749,2025-01-08,14:00:00,10,201
282688,2025-01-09,17:15:00,10,103
282606,2025-01-09,15:45:00,10,103
282505,2025-01-09,13:30:00,10,103
282489,2025-01-09,10:45:00,10,103
282256,2025-01-09,10:00:00,10,103
282479,2025-01-09,13:00:00,10,103
282670,2025-01-09,11:30:00,10,103
282427,2025-01-09,10:30:00,10,103
282654,2025-01-09,16:30:00,10,103
282491,2025-01-09,14:40:00,20,116
282560,2025-01-09,14:30:00,10,103
282296,2025-01-09,10:15:00,10,103
282431,2025-01-09,11:45:00,10,103
283293,2025-01-02,09:30:00,60,270
283102,2025-01-07,16:45:00,10,248
283132,2025-01-07,20:30:00,30,168
283052,2025-01-07,20:10:00,10,168
282530,2025-01-07,17:30:00,10,248
283750,2025-01-10,22:20:00,20,118
283504,2025-01-10,18:00:00,60,376
282493,2025-01-07,14:45:00,10,248
282542,2025-01-07,17:45:00,10,248
282663,2025-01-07,19:40:00,30,168
282563,2025-01-07,15:15:00,10,248
282448,2025-01-07,14:15:00,10,248
282395,2025-01-07,14:30:00,10,248
282485,2025-01-07,15:00:00,10,248
282363,2025-01-07,16:30:00,10,248
282673,2025-01-06,15:40:00,20,341
282442,2025-01-07,13:30:00,10,248
282626,2025-01-07,15:45:00,10,248
282499,2025-01-07,16:00:00,10,248
284023,2025-01-21,10:15:00,10,168
285679,2025-01-18,10:00:00,60,376
284648,2025-01-18,13:20:00,20,376
283560,2025-01-22,12:20:00,20,161
282819,2025-01-22,16:40:00,20,102
281917,2025-01-22,14:00:00,10,248
283475,2025-01-23,11:20:00,10,119
283952,2025-01-03,17:30:00,60,278
283902,2025-01-03,15:00:00,60,278
283653,2025-01-23,09:50:00,10,100
282726,2025-01-23,12:20:00,10,201
282833,2025-01-23,10:00:00,20,100
282789,2025-01-23,09:00:00,20,100
282817,2025-01-23,13:20:00,10,287
282369,2025-01-22,10:20:00,10,168
283884,2025-01-17,13:45:00,10,108
284213,2025-01-21,08:30:00,10,263
283563,2025-01-02,14:30:00,60,236
284206,2025-01-20,11:20:00,20,354
